date,kpi_name,baseline_value,scenario_value,delta,delta_pct,scenario_name,scenario_id
2022-01-01,revenue,246447.1365,271091.85015,24644.71365000002,10.000000000000009,Balanced Growth,S004
2022-01-01,gross_margin,66179.74649999998,76437.60720749998,10257.860707500004,15.50000000000001,Balanced Growth,S004
2022-01-01,orders,15.0,15.0,0.0,0.0,Balanced Growth,S004
2022-01-01,active_customers,15.0,15.0,0.0,0.0,Balanced Growth,S004
2022-01-01,units_sold,45.0,45.0,0.0,0.0,Balanced Growth,S004
2022-01-01,aov,16429.8091,16429.8091,0.0,0.0,Balanced Growth,S004
2022-01-02,revenue,191342.084,210476.2924,19134.208400000003,10.000000000000002,Balanced Growth,S004
2022-01-02,gross_margin,44961.12400000001,51930.09822000002,6968.974220000011,15.500000000000021,Balanced Growth,S004
2022-01-02,orders,18.0,18.0,0.0,0.0,Balanced Growth,S004
2022-01-02,active_customers,18.0,18.0,0.0,0.0,Balanced Growth,S004
2022-01-02,units_sold,49.0,49.0,0.0,0.0,Balanced Growth,S004
2022-01-02,aov,10630.115777777775,10630.115777777775,0.0,0.0,Balanced Growth,S004
2022-01-03,revenue,365972.7275,402570.00025,36597.272750000004,10.000000000000002,Balanced Growth,S004
2022-01-03,gross_margin,80810.1975,93335.7781125,12525.580612500009,15.50000000000001,Balanced Growth,S004
2022-01-03,orders,19.0,19.0,0.0,0.0,Balanced Growth,S004
2022-01-03,active_customers,19.0,19.0,0.0,0.0,Balanced Growth,S004
2022-01-03,units_sold,58.0,58.0,0.0,0.0,Balanced Growth,S004
2022-01-03,aov,19261.7225,19261.7225,0.0,0.0,Balanced Growth,S004
2022-01-04,revenue,200785.998,220864.59780000002,20078.599800000025,10.000000000000012,Balanced Growth,S004
2022-01-04,gross_margin,50961.70799999999,58860.77274,7899.064740000009,15.50000000000002,Balanced Growth,S004
2022-01-04,orders,14.0,14.0,0.0,0.0,Balanced Growth,S004
2022-01-04,active_customers,14.0,14.0,0.0,0.0,Balanced Growth,S004
2022-01-04,units_sold,34.0,34.0,0.0,0.0,Balanced Growth,S004
2022-01-04,aov,14341.857,14341.857,0.0,0.0,Balanced Growth,S004
2022-01-05,revenue,368855.65,405741.2150000001,36885.56500000006,10.000000000000016,Balanced Growth,S004
2022-01-05,gross_margin,103373.03,119395.84965000002,16022.81965000002,15.50000000000002,Balanced Growth,S004
2022-01-05,orders,16.0,16.0,0.0,0.0,Balanced Growth,S004
2022-01-05,active_customers,16.0,16.0,0.0,0.0,Balanced Growth,S004
2022-01-05,units_sold,56.0,56.0,0.0,0.0,Balanced Growth,S004
2022-01-05,aov,23053.478125,23053.478125,0.0,0.0,Balanced Growth,S004
2022-01-06,revenue,289167.8915,318084.68065000005,28916.789150000026,10.000000000000007,Balanced Growth,S004
2022-01-06,gross_margin,69276.0815,80013.8741325,10737.7926325,15.5,Balanced Growth,S004
2022-01-06,orders,19.0,19.0,0.0,0.0,Balanced Growth,S004
2022-01-06,active_customers,19.0,19.0,0.0,0.0,Balanced Growth,S004
2022-01-06,units_sold,60.0,60.0,0.0,0.0,Balanced Growth,S004
2022-01-06,aov,15219.362710526317,15219.362710526317,0.0,0.0,Balanced Growth,S004
2022-01-07,revenue,338511.4385,372362.58235000004,33851.14385000005,10.000000000000016,Balanced Growth,S004
2022-01-07,gross_margin,88754.64849999997,102511.61901749998,13756.970517500013,15.50000000000002,Balanced Growth,S004
2022-01-07,orders,24.0,24.0,0.0,0.0,Balanced Growth,S004
2022-01-07,active_customers,23.0,23.0,0.0,0.0,Balanced Growth,S004
2022-01-07,units_sold,67.0,67.0,0.0,0.0,Balanced Growth,S004
2022-01-07,aov,14104.643270833332,14104.643270833332,0.0,0.0,Balanced Growth,S004
2022-01-08,revenue,476292.902,523922.19220000005,47629.29020000005,10.00000000000001,Balanced Growth,S004
2022-01-08,gross_margin,131648.06199999998,152053.51161000002,20405.44961000004,15.500000000000034,Balanced Growth,S004
2022-01-08,orders,25.0,25.0,0.0,0.0,Balanced Growth,S004
2022-01-08,active_customers,24.0,24.0,0.0,0.0,Balanced Growth,S004
2022-01-08,units_sold,78.0,78.0,0.0,0.0,Balanced Growth,S004
2022-01-08,aov,19051.71608,19051.71608,0.0,0.0,Balanced Growth,S004
2022-01-09,revenue,263741.8435,290116.0278500001,26374.184350000054,10.00000000000002,Balanced Growth,S004
2022-01-09,gross_margin,67670.46349999998,78159.38534249998,10488.9218425,15.500000000000004,Balanced Growth,S004
2022-01-09,orders,18.0,18.0,0.0,0.0,Balanced Growth,S004
2022-01-09,active_customers,18.0,18.0,0.0,0.0,Balanced Growth,S004
2022-01-09,units_sold,60.0,60.0,0.0,0.0,Balanced Growth,S004
2022-01-09,aov,14652.324638888887,14652.324638888887,0.0,0.0,Balanced Growth,S004
2022-01-10,revenue,277344.294,305078.7234,27734.429400000023,10.000000000000009,Balanced Growth,S004
2022-01-10,gross_margin,61312.494,70815.93057000001,9503.436570000013,15.500000000000021,Balanced Growth,S004
2022-01-10,orders,17.0,17.0,0.0,0.0,Balanced Growth,S004
2022-01-10,active_customers,17.0,17.0,0.0,0.0,Balanced Growth,S004
2022-01-10,units_sold,54.0,54.0,0.0,0.0,Balanced Growth,S004
2022-01-10,aov,16314.370235294118,16314.370235294118,0.0,0.0,Balanced Growth,S004
2022-01-11,revenue,199731.24,219704.364,19973.12400000001,10.000000000000005,Balanced Growth,S004
2022-01-11,gross_margin,44051.48,50879.45940000001,6827.979400000004,15.500000000000009,Balanced Growth,S004
2022-01-11,orders,17.0,17.0,0.0,0.0,Balanced Growth,S004
2022-01-11,active_customers,16.0,16.0,0.0,0.0,Balanced Growth,S004
2022-01-11,units_sold,42.0,42.0,0.0,0.0,Balanced Growth,S004
2022-01-11,aov,11748.896470588235,11748.896470588235,0.0,0.0,Balanced Growth,S004
2022-01-12,revenue,149975.23,164972.75300000003,14997.523000000016,10.00000000000001,Balanced Growth,S004
2022-01-12,gross_margin,32474.99,37508.613450000004,5033.623450000003,15.500000000000009,Balanced Growth,S004
2022-01-12,orders,18.0,18.0,0.0,0.0,Balanced Growth,S004
2022-01-12,active_customers,18.0,18.0,0.0,0.0,Balanced Growth,S004
2022-01-12,units_sold,44.0,44.0,0.0,0.0,Balanced Growth,S004
2022-01-12,aov,8331.957222222223,8331.957222222223,0.0,0.0,Balanced Growth,S004
