date,kpi_name,baseline_value,scenario_value,delta,delta_pct,scenario_name,scenario_id
2022-01-01,revenue,246447.1365,271091.85015,24644.71365000002,10.000000000000009,Customer Retention Focus,S003
2022-01-01,gross_margin,66179.74649999998,72797.72114999998,6617.974650000004,10.000000000000009,Customer Retention Focus,S003
2022-01-01,orders,15.0,15.0,0.0,0.0,Customer Retention Focus,S003
2022-01-01,active_customers,15.0,15.0,0.0,0.0,Customer Retention Focus,S003
2022-01-01,units_sold,45.0,45.0,0.0,0.0,Customer Retention Focus,S003
2022-01-01,aov,16429.8091,16429.8091,0.0,0.0,Customer Retention Focus,S003
2022-01-02,revenue,191342.084,210476.2924,19134.208400000003,10.000000000000002,Customer Retention Focus,S003
2022-01-02,gross_margin,44961.12400000001,49457.236400000016,4496.112400000005,10.00000000000001,Customer Retention Focus,S003
2022-01-02,orders,18.0,18.0,0.0,0.0,Customer Retention Focus,S003
2022-01-02,active_customers,18.0,18.0,0.0,0.0,Customer Retention Focus,S003
2022-01-02,units_sold,49.0,49.0,0.0,0.0,Customer Retention Focus,S003
2022-01-02,aov,10630.115777777775,10630.115777777775,0.0,0.0,Customer Retention Focus,S003
2022-01-03,revenue,365972.7275,402570.00025,36597.272750000004,10.000000000000002,Customer Retention Focus,S003
2022-01-03,gross_margin,80810.1975,88891.21725,8081.019750000007,10.000000000000009,Customer Retention Focus,S003
2022-01-03,orders,19.0,19.0,0.0,0.0,Customer Retention Focus,S003
2022-01-03,active_customers,19.0,19.0,0.0,0.0,Customer Retention Focus,S003
2022-01-03,units_sold,58.0,58.0,0.0,0.0,Customer Retention Focus,S003
2022-01-03,aov,19261.7225,19261.7225,0.0,0.0,Customer Retention Focus,S003
2022-01-04,revenue,200785.998,220864.59780000002,20078.599800000025,10.000000000000012,Customer Retention Focus,S003
2022-01-04,gross_margin,50961.70799999999,56057.8788,5096.170800000007,10.000000000000016,Customer Retention Focus,S003
2022-01-04,orders,14.0,14.0,0.0,0.0,Customer Retention Focus,S003
2022-01-04,active_customers,14.0,14.0,0.0,0.0,Customer Retention Focus,S003
2022-01-04,units_sold,34.0,34.0,0.0,0.0,Customer Retention Focus,S003
2022-01-04,aov,14341.857,14341.857,0.0,0.0,Customer Retention Focus,S003
2022-01-05,revenue,368855.65,405741.2150000001,36885.56500000006,10.000000000000016,Customer Retention Focus,S003
2022-01-05,gross_margin,103373.03,113710.33300000001,10337.303000000014,10.000000000000014,Customer Retention Focus,S003
2022-01-05,orders,16.0,16.0,0.0,0.0,Customer Retention Focus,S003
2022-01-05,active_customers,16.0,16.0,0.0,0.0,Customer Retention Focus,S003
2022-01-05,units_sold,56.0,56.0,0.0,0.0,Customer Retention Focus,S003
2022-01-05,aov,23053.478125,23053.478125,0.0,0.0,Customer Retention Focus,S003
2022-01-06,revenue,289167.8915,318084.68065000005,28916.789150000026,10.000000000000007,Customer Retention Focus,S003
2022-01-06,gross_margin,69276.0815,76203.68965,6927.60815,10.0,Customer Retention Focus,S003
